Tarix,Vaxt (Bakı),Coin,İstiqamət,Təklif Olunan Miqdar,Qiymət,Təklif Olunan Ölçü (USD),Gözlənilən Hədəf,Gözlənilən Dəyişim (%),Status,Qeyd
2026-08-15,13:12:23,BTCUSDT,,,62956.63,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.77% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 58.77-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,13:12:23,ETHUSDT,,,1877.65,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.35% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,13:45:23,BTCUSDT,,,63026.61,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.66% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 58.77-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,13:45:23,ETHUSDT,,,1879.89,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.47% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,14:05:13,BTCUSDT,,,63002.13,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.70% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 58.77-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,14:05:13,ETHUSDT,,,1878.75,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.41% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,14:35:42,BTCUSDT,,,63024.58,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.66% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 58.77-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,14:35:42,ETHUSDT,,,1879.63,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.45% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,14:55:56,BTCUSDT,,,63027.12,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.66% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 58.77-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,14:55:57,ETHUSDT,,,1880.64,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.51% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,15:30:37,BTCUSDT,,,63038.92,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.64% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 58.77-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,15:30:38,ETHUSDT,,,1879.93,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.47% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,15:51:36,BTCUSDT,,,63000.01,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.70% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 58.77-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,15:51:37,ETHUSDT,,,1879.25,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.43% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.91-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,16:18:49,BTCUSDT,,,62987.25,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.70% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.09-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,16:18:49,ETHUSDT,,,1879.10,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.42% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 32.84-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,17:03:18,BTCUSDT,,,63028.11,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.64% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.09-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,17:03:18,ETHUSDT,,,1882.33,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.59% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 32.84-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,17:38:29,BTCUSDT,,,63040.94,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.62% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.09-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,17:38:30,ETHUSDT,,,1883.65,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.66% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 32.84-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,18:05:20,BTCUSDT,,,63034.45,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.63% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.09-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,18:05:20,ETHUSDT,,,1882.97,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.63% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 32.84-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,18:35:50,BTCUSDT,,,63039.99,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.62% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.09-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,18:35:50,ETHUSDT,,,1883.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.63% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 32.84-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,18:57:04,BTCUSDT,,,63050.00,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.61% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.09-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,18:57:04,ETHUSDT,,,1884.26,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.69% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 32.84-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,19:30:53,BTCUSDT,,,63073.54,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.57% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.09-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,19:30:53,ETHUSDT,,,1884.38,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.70% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 32.84-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,19:52:41,BTCUSDT,,,63100.71,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.53% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 39.09-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,19:52:42,ETHUSDT,,,1885.10,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.74% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 32.84-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,20:36:21,BTCUSDT,,,63096.63,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.52% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 64.96-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,20:36:21,ETHUSDT,,,1884.80,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.72% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.00-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,20:57:36,BTCUSDT,,,63096.63,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.52% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 64.96-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,20:57:37,ETHUSDT,,,1884.68,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.71% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.00-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,21:31:11,BTCUSDT,,,63070.50,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.56% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 64.96-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,21:31:11,ETHUSDT,,,1883.50,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.65% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.00-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,21:52:39,BTCUSDT,,,63070.50,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.56% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 64.96-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,21:52:39,ETHUSDT,,,1884.11,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.68% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.00-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,22:43:06,BTCUSDT,,,63050.05,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.59% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 64.96-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,22:43:06,ETHUSDT,,,1882.95,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.62% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.00-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,23:10:30,BTCUSDT,,,63088.20,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.53% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 64.96-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,23:10:30,ETHUSDT,,,1883.14,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.63% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.00-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-15,23:40:35,BTCUSDT,,,63116.08,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.49% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 64.96-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-15,23:40:35,ETHUSDT,,,1884.53,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.70% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 74.00-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-16,00:00:31,BTCUSDT,,,63126.07,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.46% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 70.98-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-16,00:00:32,ETHUSDT,,,1884.55,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.70% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 69.75-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-16,00:34:42,BTCUSDT,,,63078.62,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.53% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 70.98-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-16,00:34:42,ETHUSDT,,,1882.80,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.61% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 69.75-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-16,00:55:58,BTCUSDT,,,63100.00,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.50% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 70.98-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-16,00:55:58,ETHUSDT,,,1883.42,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.64% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 69.75-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-16,01:31:15,BTCUSDT,,,63146.44,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.42% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 70.98-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-16,01:31:15,ETHUSDT,,,1884.62,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.70% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 69.75-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-16,01:52:10,BTCUSDT,,,63161.95,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.40% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 70.98-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-16,01:52:11,ETHUSDT,,,1885.26,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.74% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 69.75-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-16,02:33:35,BTCUSDT,,,63156.34,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.41% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 70.98-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-16,02:33:35,ETHUSDT,,,1885.67,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.76% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 69.75-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-16,02:54:13,BTCUSDT,,,63138.01,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.44% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 70.98-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-16,02:54:13,ETHUSDT,,,1884.81,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.71% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 69.75-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-16,03:30:19,BTCUSDT,,,63112.01,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.48% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 70.98-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-16,03:30:19,ETHUSDT,,,1882.90,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.61% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 69.75-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-16,03:52:03,BTCUSDT,,,63094.97,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.50% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 70.98-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-16,03:52:03,ETHUSDT,,,1882.79,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.61% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 69.75-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-16,04:49:56,BTCUSDT,,,63070.73,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.52% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 50.55-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-16,04:49:56,ETHUSDT,,,1881.74,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.55% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 47.84-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-16,06:12:53,BTCUSDT,,,63030.79,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.59% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 50.55-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-16,06:12:53,ETHUSDT,,,1879.43,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.42% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 47.84-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-16,07:16:02,BTCUSDT,,,63122.98,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.44% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 50.55-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
2026-08-16,07:16:03,ETHUSDT,,,1884.08,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.67% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 47.84-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-16,08:03:50,BTCUSDT,,,63130.01,,,,GÖZLƏ,"Trend DÜŞÜŞDÜR (qiymət EMA(200)-dən -1.42% aşağıda) — SHORT siqnalı üçün qısamüddətli yuxarı sıçrayış (bounce) gözlənilir: şam RSI(3) > 85 ilə BAĞLANMALIDIR, son bağlanmış şamda 66.45-dir. Qiymət müvəqqəti qalxanda siqnal gələcək."
